20:54:33,041 (AWT-EventQueue-0) ERROR [uniandes.isis2304.bancAndes.persistencia.PersistenciaBancAndes] - Exception : Error executing SQL query "INSERT INTO Usuario( login, palabra_Clave, rol, nombre, tipo_Doc_Identificacion, numero_Doc_Identificacion, direccion_Fisica, direccion_Electronica, telefono, nacionalidad, ciudad, departamento, codigo_Postal, bancAndes) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)".
ORA-02291: integrity constraint (ISIS2304B22202120.USUARIO_FK) violated - parent key not found

20:54:33,106 (AWT-EventQueue-0) INFO  [uniandes.isis2304.bancAndes.negocio.BancAndes] - Adicionando usuario: null
21:02:18,085 (AWT-EventQueue-0) INFO  [uniandes.isis2304.bancAndes.negocio.BancAndes] - Adicionando Usuario: xa
21:06:46,022 (AWT-EventQueue-0) INFO  [uniandes.isis2304.bancAndes.negocio.BancAndes] - Adicionando usuario: Usuario [login=xa, palabra_Clave=x, rol=Cliente, nombre=x, tipo_Doc_Identificacion=C.C., numero_Doc_Identificacion=1009, direccion_Fisica=x, direccion_Electronica=x, telefono=1099, nacionalidad=x, ciudad=x, departamento=x, coigo_Postal=1009, bancAndes=BancAndes]
21:27:01,974 (main) INFO  [uniandes.isis2304.bancAndes.interfazApp.InterfazBancAndesApp] - Se encontró un archivo de configuración válido: Interfaz
21:27:01,975 (main) INFO  [uniandes.isis2304.bancAndes.interfazApp.InterfazBancAndesApp] - Se aplica configuración indicada en el archivo de configuración
21:27:02,000 (main) INFO  [uniandes.isis2304.bancAndes.interfazApp.InterfazBancAndesApp] - Se encontró un archivo de configuración válido: Tablas BD
12:29:02,594 (main) INFO  [uniandes.isis2304.bancAndes.interfazApp.InterfazBancAndesApp] - Se encontró un archivo de configuración válido: Interfaz
12:29:02,595 (main) INFO  [uniandes.isis2304.bancAndes.interfazApp.InterfazBancAndesApp] - Se aplica configuración indicada en el archivo de configuración
12:29:02,619 (main) INFO  [uniandes.isis2304.bancAndes.interfazApp.InterfazBancAndesApp] - Se encontró un archivo de configuración válido: Tablas BD
